 SOUID,    DATE,   TG, Q_TG
111448,20180511,  142,    0
111448,20180512,  171,    0
111448,20180513,  205,    0
111448,20180514,  191,    0
111448,20180515,  155,    0
111448,20180516,  167,    0
111448,20180517,  169,    0
111448,20180518,  127,    0
111448,20180519,  164,    0
111448,20180520,  161,    0
111448,20180521,  177,    0
111448,20180522,  189,    0
111448,20180523,  196,    0
111448,20180524,  202,    0
111448,20180525,  210,    0
111448,20180526,  204,    0
111448,20180527,  205,    0
111448,20180528,  252,    0
111448,20180529,  259,    0
111448,20180530,  240,    0
111448,20180531,  250,    0
111448,20180601,  238,    0
111448,20180602,  216,    0
111448,20180603,  201,    0
111448,20180604,  212,    0
111448,20180605,  184,    0
111448,20180606,  180,    0
111448,20180607,  209,    0
111448,20180608,  235,    0
111448,20180609,  245,    0
111448,20180610,  225,    0
111448,20180611,  200,    0
111448,20180612,  170,    0
111448,20180613,  158,    0
111448,20180614,  182,    0
111448,20180615,  194,    0
111448,20180616,  227,    0
111448,20180617,  223,    0
111448,20180618,  205,    0
111448,20180619,  216,    0
111448,20180620,  226,    0
111448,20180621,  180,    0
111448,20180622,  141,    0
111448,20180623,  138,    0
111448,20180624,  134,    0
111448,20180625,  162,    0
111448,20180626,  172,    0
111448,20180627,  196,    0
111448,20180628,  221,    0
111448,20180629,  221,    0
111448,20180630,  172,    0
111448,20180701,  169,    0
111448,20180702,  180,    0
111448,20180703,  217,    0
111448,20180704,  245,    0
111448,20180705,  248,    0
111448,20180706,  194,    0
111448,20180707,  196,    0
111448,20180708,  207,    0
111448,20180709,  200,    0
111448,20180710,  167,    0
111448,20180711,  184,    0
111448,20180712,  173,    0
111448,20180713,  205,    0
111448,20180714,  195,    0
111448,20180715,  198,    0
111448,20180716,  224,    0
111448,20180717,  236,    0
111448,20180718,  232,    0
111448,20180719,  208,    0
111448,20180720,  214,    0
111448,20180721,  220,    0
111448,20180722,  232,    0
111448,20180723,  229,    0
111448,20180724,  244,    0
111448,20180725,  263,    0
111448,20180726,  261,    0
111448,20180727,  260,    0
111448,20180728,  256,    0
111448,20180729,  236,    0
111448,20180730,  269,    0
111448,20180731,  288,    0
111448,20180801,  277,    0
111448,20180802,  266,    0
111448,20180803,  271,    0
111448,20180804,  277,    0
111448,20180805,  225,    0
111448,20180806,  231,    0
111448,20180807,  275,    0
111448,20180808,  289,    0
111448,20180809,  274,    0
111448,20180810,  212,    0
111448,20180811,  195,    0
111448,20180812,  203,    0
111448,20180813,  229,    0
111448,20180814,  207,    0
111448,20180815,  205,    0
111448,20180816,  229,    0
111448,20180817,  250,    0
111448,20180818,  218,    0
111448,20180819,  234,    0
111448,20180820,  216,    0
111448,20180821,  197,    0
111448,20180822,  211,    0
111448,20180823,  256,    0
111448,20180824,  206,    0
111448,20180825,  168,    0
111448,20180826,  156,    0
111448,20180827,  180,    0
111448,20180828,  182,    0
111448,20180829,  204,    0
111448,20180830,  174,    0
111448,20180831,  160,    0
111448,20180901,  174,    0
111448,20180902,  190,    0
111448,20180903,  229,    0
111448,20180904,  202,    0
111448,20180905,  197,    0
111448,20180906,  199,    0
111448,20180907,  187,    0
111448,20180908,  170,    0
111448,20180909,  193,    0
111448,20180910,  202,    0
111448,20180911,  219,    0
111448,20180912,  212,    0
111448,20180913,  147,    0
111448,20180914,  164,    0
111448,20180915,  165,    0
111448,20180916,  164,    0
111448,20180917,  188,    0
111448,20180918,  218,    0
111448,20180919,  229,    0
111448,20180920,  225,    0
111448,20180921,  196,    0
111448,20180922,  137,    0
111448,20180923,  106,    0
111448,20180924,   94,    0
111448,20180925,   94,    0
111448,20180926,  123,    0
111448,20180927,  183,    0
111448,20180928,  131,    0
111448,20180929,   99,    0
111448,20180930,  106,    0
111448,20181001,   93,    0
111448,20181002,   82,    0
111448,20181003,  113,    0
111448,20181004,  121,    0
111448,20181005,  152,    0
111448,20181006,  160,    0
111448,20181007,  116,    0
111448,20181008,   88,    0
111448,20181009,  114,    0
111448,20181010,  155,    0
111448,20181011,  175,    0
111448,20181012,  177,    0
111448,20181013,  174,    0
111448,20181014,  178,    0
111448,20181015,  159,    0
111448,20181016,  137,    0
111448,20181017,  132,    0
111448,20181018,  121,    0
111448,20181019,   98,    0
111448,20181020,   92,    0
111448,20181021,   99,    0
111448,20181022,   84,    0
111448,20181023,   89,    0
111448,20181024,   98,    0
111448,20181025,  113,    0
111448,20181026,  103,    0
111448,20181027,   79,    0
111448,20181028,   61,    0
111448,20181029,   46,    0
111448,20181030,  133,    0
111448,20181031,   90,    0
111448,20181101,   86,    0
111448,20181102,   91,    0
111448,20181103,   81,    0
111448,20181104,   93,    0
111448,20181105,  117,    0
111448,20181106,  124,    0
111448,20181107,  106,    0
111448,20181108,   95,    0
111448,20181109,   90,    0
111448,20181110,   88,    0
111448,20181111,   85,    0
111448,20181112,  114,    0
111448,20181113,  102,    0
111448,20181114,   78,    0
111448,20181115,   71,    0
111448,20181116,   54,    0
111448,20181117,   15,    0
111448,20181118,   18,    0
111448,20181119,   39,    0
111448,20181120,   24,    0
111448,20181121,   12,    0
111448,20181122,   11,    0
111448,20181123,   20,    0
111448,20181124,   20,    0
111448,20181125,   43,    0
111448,20181126,   25,    0
111448,20181127,   -2,    0
111448,20181128,    8,    0
111448,20181129,    5,    0
111448,20181130,    8,    0
111448,20181201,   37,    0
111448,20181202,   64,    0
111448,20181203,  110,    0
111448,20181204,   67,    0
111448,20181205,   29,    0
111448,20181206,   52,    0
111448,20181207,  106,    0
111448,20181208,   73,    0
111448,20181209,   74,    0
111448,20181210,   49,    0
111448,20181211,   38,    0
111448,20181212,   27,    0
111448,20181213,   20,    0
111448,20181214,    4,    0
111448,20181215,    0,    0
111448,20181216,   -4,    0
111448,20181217,    9,    0
111448,20181218,   37,    0
111448,20181219,   19,    0
111448,20181220,   38,    0
111448,20181221,   68,    0
111448,20181222,   67,    0
111448,20181223,   62,    0
111448,20181224,   20,    0
111448,20181225,   49,    0
111448,20181226,   58,    0
111448,20181227,   55,    0
111448,20181228,   62,    0
111448,20181229,   60,    0
111448,20181230,   63,    0
111448,20181231,   58,    0
111448,20190101,   66,    0
111448,20190102,   18,    0
111448,20190103,   -3,    0
111448,20190104,   21,    0
111448,20190105,   61,    0
111448,20190106,   23,    0
111448,20190107,   33,    0
111448,20190108,   48,    0
111448,20190109,   22,    0
111448,20190110,   12,    0
111448,20190111,   25,    0
111448,20190112,   52,    0
111448,20190113,   64,    0
111448,20190114,   25,    0
111448,20190115,   41,    0
111448,20190116,   63,    0
111448,20190117,   47,    0
111448,20190118,    7,    0
111448,20190119,    6,    0
111448,20190120,  -28,    0
111448,20190121,  -33,    0
111448,20190122,  -33,    0
111448,20190123,  -55,    0
111448,20190124,  -39,    0
111448,20190125,  -35,    0
111448,20190126,    8,    0
111448,20190127,   43,    0
111448,20190128,   34,    0
111448,20190129,   12,    0
111448,20190130,    0,    0
111448,20190131,    7,    0
111448,20190201,   -5,    0
111448,20190202,    9,    0
111448,20190203,   13,    0
111448,20190204,   13,    0
111448,20190205,   24,    0
111448,20190206,   34,    0
111448,20190207,   24,    0
111448,20190208,   55,    0
111448,20190209,   78,    0
111448,20190210,   66,    0
111448,20190211,   45,    0
111448,20190212,   33,    0
111448,20190213,   64,    0
111448,20190214,   75,    0
111448,20190215,   69,    0
111448,20190216,   78,    0
111448,20190217,   68,    0
111448,20190218,   75,    0
111448,20190219,   72,    0
111448,20190220,   79,    0
111448,20190221,   83,    0
111448,20190222,   33,    0
111448,20190223,    3,    0
111448,20190224,   44,    0
111448,20190225,   75,    0
111448,20190226,   72,    0
111448,20190227,   88,    0
111448,20190228,   85,    0
111448,20190301,   46,    0
111448,20190302,   43,    0
111448,20190303,   90,    0
111448,20190304,   98,    0
111448,20190305,   65,    0
111448,20190306,   72,    0
111448,20190307,  106,    0
111448,20190308,   79,    0
111448,20190309,   74,    0
111448,20190310,   47,    0
111448,20190311,   34,    0
111448,20190312,   57,    0
111448,20190313,   76,    0
111448,20190314,   59,    0
111448,20190315,   76,    0
111448,20190316,   68,    0
111448,20190317,   87,    0
111448,20190318,   52,    0
111448,20190319,   52,    0
111448,20190320,   77,    0
111448,20190321,  102,    0
111448,20190322,   87,    0
111448,20190323,   99,    0
111448,20190324,   71,    0
111448,20190325,   49,    0
111448,20190326,   52,    0
111448,20190327,   76,    0
111448,20190328,   90,    0
111448,20190329,  101,    0
111448,20190330,  117,    0
111448,20190331,   83,    0
111448,20190401,   59,    0
111448,20190402,   89,    0
111448,20190403,  134,    0
111448,20190404,  149,    0
111448,20190405,  106,    0
111448,20190406,  144,    0
111448,20190407,  135,    0
111448,20190408,  118,    0
111448,20190409,   67,    0
111448,20190410,   52,    0
111448,20190411,   36,    0
111448,20190412,   32,    0
111448,20190413,   46,    0
111448,20190414,   58,    0
111448,20190415,   75,    0
111448,20190416,   90,    0
111448,20190417,  109,    0
111448,20190418,  140,    0
111448,20190419,  148,    0
111448,20190420,  134,    0
111448,20190421,  142,    0
111448,20190422,  132,    0
111448,20190423,  145,    0
111448,20190424,  173,    0
111448,20190425,  190,    0
111448,20190426,  187,    0
111448,20190427,  134,    0
111448,20190428,  105,    0
111448,20190429,  105,    0
111448,20190430,  114,    0
111448,20190501,  131,    0
111448,20190502,  102,    0
111448,20190503,   87,    0
111448,20190504,   70,    0
111448,20190505,   75,    0
111448,20190506,   85,    0
111448,20190507,   88,    0
111448,20190508,  122,    0
111448,20190509,  139,    0
111448,20190510,  132,    0
111448,20190511,  112,    0
111448,20190512,  119,    0
111448,20190513,  103,    0
111448,20190514,   90,    0
111448,20190515,   86,    0
111448,20190516,   94,    0
111448,20190517,  135,    0
111448,20190518,  176,    0
111448,20190519,  190,    0
111448,20190520,  183,    0
111448,20190521,  181,    0
111448,20190522,  128,    0
111448,20190523,  142,    0
111448,20190524,  180,    0
111448,20190525,  138,    0
111448,20190526,  166,    0
111448,20190527,  183,    0
111448,20190528,  155,    0
111448,20190529,  128,    0
111448,20190530,  164,    0
111448,20190531,  194,    0
111448,20190601,  216,    0
111448,20190602,  238,    0
111448,20190603,  260,    0
111448,20190604,  247,    0
111448,20190605,  270,    0
111448,20190606,  217,    0
111448,20190607,  199,    0
111448,20190608,  186,    0
111448,20190609,  197,    0
111448,20190610,  215,    0
111448,20190611,  235,    0
111448,20190612,  224,    0
111448,20190613,  198,    0
111448,20190614,  234,    0
111448,20190615,  254,    0
111448,20190616,  189,    0
111448,20190617,  213,    0
111448,20190618,  237,    0
111448,20190619,  253,    0
111448,20190620,  222,    0
111448,20190621,  206,    0
111448,20190622,  203,    0
111448,20190623,  215,    0
111448,20190624,  233,    0
111448,20190625,  272,    0
111448,20190626,  292,    0
111448,20190627,  201,    0
111448,20190628,  190,    0
111448,20190629,  235,    0
111448,20190630,  288,    0
111448,20190701,  231,    0
111448,20190702,  182,    0
111448,20190703,  163,    0
111448,20190704,  177,    0
111448,20190705,  188,    0
111448,20190706,  182,    0
111448,20190707,  154,    0
111448,20190708,  144,    0
111448,20190709,  147,    0
111448,20190710,  164,    0
111448,20190711,  190,    0
111448,20190712,  186,    0
111448,20190713,  196,    0
111448,20190714,  173,    0
111448,20190715,  160,    0
111448,20190716,  172,    0
111448,20190717,  178,    0
111448,20190718,  213,    0
111448,20190719,  216,    0
111448,20190720,  233,    0
111448,20190721,  216,    0
111448,20190722,  208,    0
111448,20190723,  244,    0
111448,20190724,  259,    0
111448,20190725,  267,    0
111448,20190726,  252,    0
111448,20190727,  238,    0
111448,20190728,  252,    0
111448,20190729,  261,    0
111448,20190730,  228,    0
111448,20190731,  200,    0
111448,20190801,  194,    0
111448,20190802,  183,    0
111448,20190803,  197,    0
111448,20190804,  197,    0
111448,20190805,  206,    0
111448,20190806,  221,    0
111448,20190807,  214,    0
111448,20190808,  214,    0
111448,20190809,  225,    0
111448,20190810,  239,    0
111448,20190811,  235,    0
111448,20190812,  210,    0
111448,20190813,  187,    0
111448,20190814,  174,    0
111448,20190815,  182,    0
111448,20190816,  186,    0
111448,20190817,  206,    0
111448,20190818,  203,    0
111448,20190819,  192,    0
111448,20190820,  194,    0
111448,20190821,  184,    0
111448,20190822,  199,    0
111448,20190823,  215,    0
111448,20190824,  223,    0
111448,20190825,  247,    0
111448,20190826,  241,    0
111448,20190827,  258,    0
111448,20190828,  258,    0
111448,20190829,  246,    0
111448,20190830,  246,    0
111448,20190831,  269,    0
111448,20190901,  239,    0
111448,20190902,  174,    0
111448,20190903,  166,    0
111448,20190904,  205,    0
111448,20190905,  176,    0
111448,20190906,  152,    0
111448,20190907,  140,    0
111448,20190908,  160,    0
111448,20190909,  135,    0
111448,20190910,  155,    0
111448,20190911,  163,    0
111448,20190912,  179,    0
111448,20190913,  173,    0
111448,20190914,  139,    0
111448,20190915,  168,    0
111448,20190916,  142,    0
111448,20190917,  122,    0
111448,20190918,  117,    0
111448,20190919,  113,    0
111448,20190920,  123,    0
111448,20190921,  144,    0
111448,20190922,  166,    0
111448,20190923,  167,    0
111448,20190924,  154,    0
111448,20190925,  149,    0
111448,20190926,  155,    0
111448,20190927,  151,    0
111448,20190928,  143,    0
111448,20190929,  147,    0
111448,20190930,  146,    0
111448,20191001,  139,    0
111448,20191002,  104,    0
111448,20191003,   96,    0
111448,20191004,   88,    0
111448,20191005,   86,    0
111448,20191006,   65,    0
111448,20191007,   65,    0
111448,20191008,  101,    0
111448,20191009,  126,    0
111448,20191010,  114,    0
111448,20191011,  131,    0
111448,20191012,  166,    0
111448,20191013,  195,    0
111448,20191014,  186,    0
111448,20191015,  161,    0
111448,20191016,  121,    0
111448,20191017,  149,    0
111448,20191018,  148,    0
111448,20191019,  124,    0
111448,20191020,  150,    0
111448,20191021,  146,    0
111448,20191022,  129,    0
111448,20191023,  121,    0
111448,20191024,  138,    0
111448,20191025,  145,    0
111448,20191026,  146,    0
111448,20191027,  119,    0
111448,20191028,   84,    0
111448,20191029,   53,    0
111448,20191030,   31,    0
111448,20191031,   21,    0
111448,20191101,   30,    0
111448,20191102,  113,    0
111448,20191103,  109,    0
111448,20191104,  104,    0
111448,20191105,   95,    0
111448,20191106,   82,    0
111448,20191107,   83,    0
111448,20191108,   73,    0
111448,20191109,   69,    0
111448,20191110,   54,    0
111448,20191111,   29,    0
111448,20191112,   44,    0
111448,20191113,   50,    0
111448,20191114,   54,    0
111448,20191115,   72,    0
111448,20191116,   63,    0
111448,20191117,   43,    0
111448,20191118,   81,    0
111448,20191119,   65,    0
111448,20191120,   55,    0
111448,20191121,   82,    0
111448,20191122,   87,    0
111448,20191123,   59,    0
111448,20191124,   43,    0
111448,20191125,   43,    0
111448,20191126,   63,    0
111448,20191127,   65,    0
111448,20191128,  101,    0
111448,20191129,   55,    0
111448,20191130,   18,    0
111448,20191201,   27,    0
111448,20191202,   32,    0
111448,20191203,   30,    0
111448,20191204,   44,    0
111448,20191205,   11,    0
111448,20191206,   24,    0
111448,20191207,   80,    0
111448,20191208,   92,    0
111448,20191209,   74,    0
111448,20191210,   35,    0
111448,20191211,   28,    0
111448,20191212,   23,    0
111448,20191213,   13,    0
111448,20191214,   38,    0
111448,20191215,   59,    0
111448,20191216,   63,    0
111448,20191217,   84,    0
111448,20191218,   81,    0
111448,20191219,   43,    0
111448,20191220,   68,    0
111448,20191221,   71,    0
111448,20191222,   28,    0
111448,20191223,   68,    0
111448,20191224,   62,    0
111448,20191225,   55,    0
111448,20191226,   49,    0
111448,20191227,   31,    0
111448,20191228,   13,    0
111448,20191229,    0,    0
111448,20191230,   45,    0
111448,20191231,   60,    0
111448,20200101,   27,    0
111448,20200102,    9,    0
111448,20200103,   46,    0
111448,20200104,   42,    0
111448,20200105,   18,    0
111448,20200106,   49,    0
111448,20200107,   27,    0
111448,20200108,   64,    0
111448,20200109,   84,    0
111448,20200110,   94,    0
111448,20200111,   47,    0
111448,20200112,   37,    0
111448,20200113,   55,    0
111448,20200114,   70,    0
111448,20200115,  104,    0
111448,20200116,   77,    0
111448,20200117,   47,    0
111448,20200118,   56,    0
111448,20200119,   42,    0
111448,20200120,   24,    0
111448,20200121,   26,    0
111448,20200122,   43,    0
111448,20200123,   37,    0
111448,20200124,    4,    0
111448,20200125,    6,    0
111448,20200126,   -4,    0
111448,20200127,   52,    0
111448,20200128,   57,    0
111448,20200129,   47,    0
111448,20200130,   58,    0
111448,20200131,   99,    0
111448,20200201,  109,    0
111448,20200202,   74,    0
111448,20200203,   74,    0
111448,20200204,   53,    0
111448,20200205,   34,    0
111448,20200206,   47,    0
111448,20200207,   58,    0
111448,20200208,   51,    0
111448,20200209,   95,    0
111448,20200210,   74,    0
111448,20200211,   49,    0
111448,20200212,   47,    0
111448,20200213,   38,    0
111448,20200214,   41,    0
111448,20200215,   56,    0
111448,20200216,  118,    0
111448,20200217,   99,    0
111448,20200218,   70,    0
111448,20200219,   54,    0
111448,20200220,   51,    0
111448,20200221,   62,    0
111448,20200222,   84,    0
111448,20200223,   68,    0
111448,20200224,   53,    0
111448,20200225,   80,    0
111448,20200226,   29,    0
111448,20200227,   35,    0
111448,20200228,   39,    0
111448,20200229,   68,    0
111448,20200301,   71,    0
111448,20200302,   59,    0
111448,20200303,   48,    0
111448,20200304,   48,    0
111448,20200305,   53,    0
111448,20200306,   54,    0
111448,20200307,   45,    0
111448,20200308,   53,    0
111448,20200309,   75,    0
111448,20200310,   63,    0
111448,20200311,  100,    0
111448,20200312,  100,    0
111448,20200313,   64,    0
111448,20200314,   37,    0
111448,20200315,   57,    0
111448,20200316,   95,    0
111448,20200317,  100,    0
111448,20200318,  120,    0
111448,20200319,  106,    0
111448,20200320,   76,    0
111448,20200321,   38,    0
111448,20200322,   16,    0
111448,20200323,   13,    0
111448,20200324,   27,    0
111448,20200325,   38,    0
111448,20200326,   56,    0
111448,20200327,   92,    0
111448,20200328,   79,    0
111448,20200329,   29,    0
111448,20200330,    6,    0
111448,20200331,   17,    0
111448,20200401,   47,    0
111448,20200402,   72,    0
111448,20200403,   75,    0
111448,20200404,   80,    0
111448,20200405,  100,    0
111448,20200406,  138,    0
111448,20200407,  136,    0
111448,20200408,  142,    0
111448,20200409,  124,    0
111448,20200410,  100,    0
111448,20200411,   98,    0
111448,20200412,  142,    0
111448,20200413,   80,    0
111448,20200414,   62,    0
111448,20200415,   98,    0
111448,20200416,  118,    0
111448,20200417,  114,    0
111448,20200418,  106,    0
111448,20200419,   90,    0
111448,20200420,   99,    0
111448,20200421,  110,    0
111448,20200422,  122,    0
111448,20200423,  145,    0
111448,20200424,  145,    0
111448,20200425,  109,    0
111448,20200426,  124,    0
111448,20200427,  151,    0
111448,20200428,  170,    0
111448,20200429,  120,    0
111448,20200430,  137,    0
111448,20200501,  132,    0
111448,20200502,   99,    0
111448,20200503,  107,    0
111448,20200504,   90,    0
111448,20200505,   75,    0
111448,20200506,  114,    0
111448,20200507,  111,    0
111448,20200508,  146,    0
111448,20200509,  163,    0
111448,20200510,  175,    0
111448,20200511,   72,    0
111448,20200512,   73,    0
111448,20200513,   98,    0
111448,20200514,   91,    0
111448,20200515,   99,    0
111448,20200516,  126,    0
111448,20200517,  140,    0
111448,20200518,  164,    0
111448,20200519,  154,    0
111448,20200520,  155,    0
111448,20200521,  151,    0
111448,20200522,  174,    0
111448,20200523,  154,    0
111448,20200524,  128,    0
111448,20200525,  120,    0
111448,20200526,  145,    0
111448,20200527,  164,    0
111448,20200528,  149,    0
111448,20200529,  146,    0
111448,20200530,  138,    0
111448,20200531,  157,    0
111448,20200601,  170,    0
111448,20200602,  200,    0
111448,20200603,  190,    0
111448,20200604,  184,    0
111448,20200605,  141,    0
111448,20200606,  140,    0
111448,20200607,  154,    0
111448,20200608,  173,    0
111448,20200609,  181,    0
111448,20200610,  167,    0
111448,20200611,  169,    0
111448,20200612,  209,    0
111448,20200613,  219,    0
111448,20200614,  210,    0
111448,20200615,  201,    0
111448,20200616,  210,    0
111448,20200617,  233,    0
111448,20200618,  220,    0
111448,20200619,  185,    0
111448,20200620,  170,    0
111448,20200621,  184,    0
111448,20200622,  205,    0
111448,20200623,  195,    0
111448,20200624,  208,    0
111448,20200625,  234,    0
111448,20200626,  226,    0
111448,20200627,  250,    0
111448,20200628,  224,    0
111448,20200629,  196,    0
111448,20200630,  198,    0
111448,20200701,  199,    0
111448,20200702,  204,    0
111448,20200703,  198,    0
111448,20200704,  214,    0
111448,20200705,  226,    0
111448,20200706,  177,    0
111448,20200707,  161,    0
111448,20200708,  156,    0
111448,20200709,  172,    0
111448,20200710,  184,    0
111448,20200711,  158,    0
111448,20200712,  163,    0
111448,20200713,  188,    0
111448,20200714,  219,    0
111448,20200715,  165,    0
111448,20200716,  168,    0
111448,20200717,  168,    0
111448,20200718,  210,    0
111448,20200719,  236,    0
111448,20200720,  205,    0
111448,20200721,  180,    0
111448,20200722,  177,    0
111448,20200723,  186,    0
111448,20200724,  212,    0
111448,20200725,  213,    0
111448,20200726,  187,    0
111448,20200727,  207,    0
111448,20200728,  230,    0
111448,20200729,  192,    0
111448,20200730,  182,    0
111448,20200731,  203,    0
111448,20200801,  228,    0
111448,20200802,  210,    0
111448,20200803,  188,    0
111448,20200804,  183,    0
111448,20200805,  212,    0
111448,20200806,  237,    0
111448,20200807,  260,    0
111448,20200808,  285,    0
111448,20200809,  277,    0
111448,20200810,  255,    0
111448,20200811,  262,    0
111448,20200812,  251,    0
111448,20200813,  253,    0
111448,20200814,  236,    0
111448,20200815,  250,    0
111448,20200816,  249,    0
111448,20200817,  248,    0
111448,20200818,  212,    0
111448,20200819,  214,    0
111448,20200820,  244,    0
111448,20200821,  284,    0
111448,20200822,  232,    0
111448,20200823,  206,    0
111448,20200824,  188,    0
111448,20200825,  187,    0
111448,20200826,  177,    0
111448,20200827,  165,    0
111448,20200828,  175,    0
111448,20200829,  191,    0
111448,20200830,  178,    0
111448,20200831,  173,    0
111448,20200901,  150,    0
111448,20200902,  145,    0
111448,20200903,  177,    0
111448,20200904,  185,    0
111448,20200905,  162,    0
111448,20200906,  155,    0
111448,20200907,  153,    0
111448,20200908,  173,    0
111448,20200909,  200,    0
111448,20200910,  148,    0
111448,20200911,  163,    0
111448,20200912,  183,    0
111448,20200913,  182,    0
111448,20200914,  211,    0
111448,20200915,  232,    0
111448,20200916,  221,    0
111448,20200917,  146,    0
111448,20200918,  130,    0
111448,20200919,  144,    0
111448,20200920,  159,    0
111448,20200921,  171,    0
111448,20200922,  190,    0
111448,20200923,  202,    0
111448,20200924,  182,    0
111448,20200925,  135,    0
111448,20200926,  104,    0
111448,20200927,   99,    0
111448,20200928,  139,    0
111448,20200929,  144,    0
111448,20200930,  139,    0
111448,20201001,  124,    0
111448,20201002,  140,    0
111448,20201003,  169,    0
111448,20201004,  144,    0
111448,20201005,  118,    0
111448,20201006,  129,    0
111448,20201007,  126,    0
111448,20201008,  125,    0
111448,20201009,  131,    0
111448,20201010,  105,    0
111448,20201011,   80,    0
111448,20201012,   87,    0
111448,20201013,   81,    0
111448,20201014,  101,    0
111448,20201015,  105,    0
111448,20201016,   93,    0
111448,20201017,   93,    0
111448,20201018,   81,    0
111448,20201019,   89,    0
111448,20201020,   87,    0
111448,20201021,  123,    0
111448,20201022,  162,    0
111448,20201023,  140,    0
111448,20201024,  135,    0
111448,20201025,  127,    0
111448,20201026,  113,    0
111448,20201027,  100,    0
111448,20201028,  105,    0
111448,20201029,  104,    0
111448,20201030,  114,    0
111448,20201031,  139,    0
111448,20201101,  127,    0
111448,20201102,  170,    0
111448,20201103,  125,    0
111448,20201104,   92,    0
111448,20201105,   77,    0
111448,20201106,   91,    0
111448,20201107,   78,    0
111448,20201108,   49,    0
111448,20201109,   58,    0
111448,20201110,   54,    0
111448,20201111,   62,    0
111448,20201112,   78,    0
111448,20201113,   83,    0
111448,20201114,  115,    0
111448,20201115,  100,    0
111448,20201116,   98,    0
111448,20201117,  101,    0
111448,20201118,  110,    0
111448,20201119,   92,    0
111448,20201120,   35,    0
111448,20201121,   38,    0
111448,20201122,   82,    0
111448,20201123,   66,    0
111448,20201124,   34,    0
111448,20201125,   10,    0
111448,20201126,   41,    0
111448,20201127,   62,    0
111448,20201128,   36,    0
111448,20201129,   17,    0
111448,20201130,   16,    0
111448,20201201,   24,    0
111448,20201202,   -9,    0
111448,20201203,   -7,    0
111448,20201204,   14,    0
111448,20201205,   36,    0
111448,20201206,   78,    0
111448,20201207,   61,    0
111448,20201208,   41,    0
111448,20201209,   17,    0
111448,20201210,   -5,    0
111448,20201211,   -2,    0
111448,20201212,   13,    0
111448,20201213,   30,    0
111448,20201214,   53,    0
111448,20201215,   57,    0
111448,20201216,   80,    0
111448,20201217,   55,    0
111448,20201218,   54,    0
111448,20201219,   29,    0
111448,20201220,   31,    0
111448,20201221,   45,    0
111448,20201222,   93,    0
111448,20201223,   74,    0
111448,20201224,   69,    0
111448,20201225,   27,    0
111448,20201226,   10,    0
111448,20201227,   16,    0
111448,20201228,   28,    0
111448,20201229,   23,    0
111448,20201230,   25,    0
111448,20201231,   26,    0
